##SI model beta=0.1000  produced by macroInfection[.cpp]
#time[days]	S		I
0.000000	0.9990000	0.0010000
1.000000	0.9988949	0.0011051
2.000000	0.9987789	0.0012211
3.000000	0.9986506	0.0013494
4.000000	0.9985089	0.0014911
5.000000	0.9983524	0.0016476
6.000000	0.9981794	0.0018206
7.000000	0.9979883	0.0020117
8.000000	0.9977772	0.0022228
9.000000	0.9975440	0.0024560
10.000000	0.9972864	0.0027136
11.000000	0.9970019	0.0029981
12.000000	0.9966876	0.0033124
13.000000	0.9963405	0.0036595
14.000000	0.9959572	0.0040428
15.000000	0.9955340	0.0044660
16.000000	0.9950666	0.0049334
17.000000	0.9945506	0.0054494
18.000000	0.9939809	0.0060191
19.000000	0.9933521	0.0066479
20.000000	0.9926581	0.0073419
21.000000	0.9918922	0.0081078
22.000000	0.9910472	0.0089528
23.000000	0.9901149	0.0098851
24.000000	0.9890866	0.0109134
25.000000	0.9879527	0.0120473
26.000000	0.9867026	0.0132974
27.000000	0.9853246	0.0146754
28.000000	0.9838062	0.0161938
29.000000	0.9821335	0.0178665
30.000000	0.9802916	0.0197084
31.000000	0.9782639	0.0217361
32.000000	0.9760327	0.0239673
33.000000	0.9735787	0.0264213
34.000000	0.9708809	0.0291191
35.000000	0.9679167	0.0320833
36.000000	0.9646618	0.0353382
37.000000	0.9610899	0.0389101
38.000000	0.9571730	0.0428270
39.000000	0.9528811	0.0471189
40.000000	0.9481825	0.0518175
41.000000	0.9430432	0.0569568
42.000000	0.9374279	0.0625721
43.000000	0.9312994	0.0687006
44.000000	0.9246188	0.0753812
45.000000	0.9173463	0.0826537
46.000000	0.9094408	0.0905592
47.000000	0.9008610	0.0991390
48.000000	0.8915651	0.1084349
49.000000	0.8815123	0.1184877
50.000000	0.8706627	0.1293373
51.000000	0.8589786	0.1410214
52.000000	0.8464251	0.1535749
53.000000	0.8329714	0.1670286
54.000000	0.8185917	0.1814083
55.000000	0.8032664	0.1967336
56.000000	0.7869834	0.2130166
57.000000	0.7697389	0.2302611
58.000000	0.7515392	0.2484608
59.000000	0.7324011	0.2675989
60.000000	0.7123531	0.2876469
61.000000	0.6914358	0.3085642
62.000000	0.6697028	0.3302972
63.000000	0.6472200	0.3527800
64.000000	0.6240659	0.3759341
65.000000	0.6003305	0.3996695
66.000000	0.5761145	0.4238855
67.000000	0.5515273	0.4484727
68.000000	0.5266856	0.4733144
69.000000	0.5017111	0.4982889
70.000000	0.4767280	0.5232720
71.000000	0.4518609	0.5481391
72.000000	0.4272318	0.5727682
73.000000	0.4029583	0.5970417
74.000000	0.3791510	0.6208490
75.000000	0.3559117	0.6440883
76.000000	0.3333322	0.6666678
77.000000	0.3114923	0.6885077
78.000000	0.2904599	0.7095401
79.000000	0.2702902	0.7297098
80.000000	0.2510256	0.7489744
81.000000	0.2326962	0.7673038
82.000000	0.2153204	0.7846796
83.000000	0.1989058	0.8010942
84.000000	0.1834499	0.8165501
85.000000	0.1689418	0.8310582
86.000000	0.1553627	0.8446373
