##SI model beta=0.1000  produced by macroInfection[.cpp]
#time[days]	S		I
87.000000	0.1426877	0.8573123
88.000000	0.1308866	0.8691134
89.000000	0.1199249	0.8800751
90.000000	0.1097653	0.8902347
91.000000	0.1003683	0.8996317
92.000000	0.0916929	0.9083071
93.000000	0.0836976	0.9163024
94.000000	0.0763408	0.9236592
95.000000	0.0695816	0.9304184
96.000000	0.0633798	0.9366202
97.000000	0.0576965	0.9423035
98.000000	0.0524942	0.9475058
99.000000	0.0477373	0.9522627
100.000000	0.0433917	0.9566083
101.000000	0.0394253	0.9605747
102.000000	0.0358078	0.9641922
103.000000	0.0325111	0.9674889
104.000000	0.0295086	0.9704914
105.000000	0.0267757	0.9732243
106.000000	0.0242896	0.9757104
107.000000	0.0220291	0.9779709
108.000000	0.0199746	0.9800254
109.000000	0.0181083	0.9818917
110.000000	0.0164133	0.9835867
111.000000	0.0148747	0.9851253
112.000000	0.0134782	0.9865218
113.000000	0.0122113	0.9877887
114.000000	0.0110621	0.9889379
115.000000	0.0100200	0.9899800
116.000000	0.0090751	0.9909249
117.000000	0.0082186	0.9917814
118.000000	0.0074424	0.9925576
119.000000	0.0067389	0.9932611
120.000000	0.0061015	0.9938985
121.000000	0.0055241	0.9944759
122.000000	0.0050011	0.9949989
123.000000	0.0045273	0.9954727
124.000000	0.0040983	0.9959017
125.000000	0.0037097	0.9962903
126.000000	0.0033579	0.9966421
127.000000	0.0030393	0.9969607
128.000000	0.0027509	0.9972491
129.000000	0.0024897	0.9975103
130.000000	0.0022534	0.9977466
131.000000	0.0020394	0.9979606
132.000000	0.0018457	0.9981543
133.000000	0.0016703	0.9983297
134.000000	0.0015116	0.9984884
135.000000	0.0013680	0.9986320
136.000000	0.0012379	0.9987621
137.000000	0.0011203	0.9988797
138.000000	0.0010138	0.9989862
139.000000	0.0009174	0.9990826
140.000000	0.0008302	0.9991698
141.000000	0.0007512	0.9992488
142.000000	0.0006798	0.9993202
143.000000	0.0006151	0.9993849
144.000000	0.0005566	0.9994434
145.000000	0.0005037	0.9994963
146.000000	0.0004558	0.9995442
147.000000	0.0004124	0.9995876
148.000000	0.0003732	0.9996268
149.000000	0.0003377	0.9996623
150.000000	0.0003056	0.9996944
151.000000	0.0002765	0.9997235
152.000000	0.0002502	0.9997498
153.000000	0.0002264	0.9997736
154.000000	0.0002048	0.9997952
155.000000	0.0001854	0.9998146
156.000000	0.0001677	0.9998323
157.000000	0.0001518	0.9998482
158.000000	0.0001373	0.9998627
159.000000	0.0001243	0.9998757
160.000000	0.0001124	0.9998876
161.000000	0.0001017	0.9998983
162.000000	0.0000921	0.9999079
163.000000	0.0000833	0.9999167
164.000000	0.0000754	0.9999246
165.000000	0.0000682	0.9999318
166.000000	0.0000617	0.9999383
167.000000	0.0000558	0.9999442
168.000000	0.0000505	0.9999495
169.000000	0.0000457	0.9999543
170.000000	0.0000414	0.9999586
171.000000	0.0000374	0.9999626
172.000000	0.0000339	0.9999661
173.000000	0.0000306	0.9999694
174.000000	0.0000277	0.9999723
175.000000	0.0000251	0.9999749
176.000000	0.0000227	0.9999773
177.000000	0.0000205	0.9999795
178.000000	0.0000186	0.9999814
179.000000	0.0000168	0.9999832
180.000000	0.0000152	0.9999848
181.000000	0.0000138	0.9999862
182.000000	0.0000125	0.9999875
183.000000	0.0000113	0.9999887
184.000000	0.0000102	0.9999898
185.000000	0.0000092	0.9999908
186.000000	0.0000084	0.9999916
187.000000	0.0000076	0.9999924
188.000000	0.0000068	0.9999932
189.000000	0.0000062	0.9999938
190.000000	0.0000056	0.9999944
191.000000	0.0000051	0.9999949
192.000000	0.0000046	0.9999954
193.000000	0.0000041	0.9999959
194.000000	0.0000038	0.9999962
195.000000	0.0000034	0.9999966
196.000000	0.0000031	0.9999969
197.000000	0.0000028	0.9999972
198.000000	0.0000025	0.9999975
199.000000	0.0000023	0.9999977
